工作	gong zuo 
决心	jue xin 
供餐	gong can 
教学内容	jiao xue nei rong 
涉火	she huo 
全面禁止	quan mian jin zhi 
抓早	zhua zao 
三方	san fang 
坝区	ba qu 
扶养	fu yang 
最小化	zui xiao hua 
补报	bu bao 
反洗钱法	fan xi qian fa 
何村	he cun 
开发新	kai fa xin 
婚姻家庭	hun yin jia ting 
西里	xi li 
信易贷	xin yi dai 
持有者	chi you zhe 
东航	dong hang 
李桥	li qiao 
神农架	shen nong jia 
岱岳区	dai yue qu 
安排表	an pai biao 
到底	dao di 
九级	jiu ji 
普法教育	pu fa jiao yu 
友谊路	you yi lu 
东平县	dong ping xian 
认同感	ren tong gan 
各项事业	ge xiang shi ye 
油耗	you hao 
毁坏	hui huai 
严查	yan cha 
功在当代	gong zai dang dai 
展览业	zhan lan ye 
溆浦县	xu pu xian 
政和县	zheng he xian 
保障金	bao zhang jin 
羌族	qiang zu 
国际石油	guo ji shi you 
代行	dai xing 
化发展	hua fa zhan 
祥和	xiang he 
同质化	tong zhi hua 
上林县	shang lin xian 
亚东县	ya dong xian 
锚地	mao di 
中江县	zhong jiang xian 
普通外科	pu tong wai ke 
符合国情	fu he guo qing 
文艺事业	wen yi shi ye 
民办非	min ban fei 
陈仓	chen cang 
成套设备	cheng tao she bei 
求实效	qiu shi xiao 
换气	huan qi 
成县	cheng xian 
复市	fu shi 
安陲	an chui 
志愿兵	zhi yuan bing 
林村	lin cun 
溴素	xiu su 
阿尔山市	a er shan shi 
惠农	hui nong 
配制	pei zhi 
栽培	zai pei 
昌图县	chang tu xian 
砬子	la zi 
商城	shang cheng 
广义	guang yi 
解决办法	jie jue ban fa 
通江	tong jiang 
针织	zhen zhi 
立法机关	li fa ji guan 
土地要素	tu di yao su 
一湖	yi hu 
曲松	qu song 
民进中央	min jin zhong yang 
蔡甸区	cai dian qu 
暴雨	bao yu 
全面解决	quan mian jie jue 
动态变化	dong tai bian hua 
盘锦	pan jin 
三孩	san hai 
补链	bu lian 
规模较	gui mo jiao 
史迹	shi ji 
公共秩序	gong gong zhi xu 
减弱	jian ruo 
福利费	fu li fei 
鹿城区	lu cheng qu 
湖水	hu shui 
带队	dai dui 
小户型	xiao hu xing 
嘉奖令	jia jiang ling 
滋养	zi yang 
蜜蜂	mi feng 
自行决定	zi xing jue ding 
办公区	ban gong qu 
团支部	tuan zhi bu 
叶城	ye cheng 
许可权	xu ke quan 
护林	hu lin 
绍兴	shao xing 
故城县	gu cheng xian 
十五天	shi wu tian 
标牌	biao pai 
合乘	he cheng 
租住	zu zhu 
医师资格	yi shi zi ge 
灿烂	can lan 
水情	shui qing 
廊坊	lang fang 
中免	zhong mian 
杉阳镇	shan yang zhen 
早隔离	zao ge li 
错别字	cuo bie zi 
清欠	qing qian 
低温	di wen 
股债	gu zhai 
亿万群众	yi wan qun zhong 
荔波	li bo 
硅铁	gui tie 
兵力	bing li 
施秉县	shi bing xian 
拨打	bo da 
淳安县	chun an xian 
无理	wu li 
滕州市	teng zhou shi 
儿科医生	er ke yi sheng 
向前	xiang qian 
打响	da xiang 
任地	ren di 
混凝土	hun ning tu 
政协主席	zheng xie zhu xi 
陆港	lu gang 
科尔沁右翼前旗	ke er qin you yi qian qi 
保密制度	bao mi zhi du 
参与感	can yu gan 
语文	yu wen 
千秋	qian qiu 
立行立	li xing li 
科兴	ke xing 
随父	sui fu 
双方同意	shuang fang tong yi 
海岸带	hai an dai 
城镇化率	cheng zhen hua lv 
煤炭资源	mei tan zi yuan 
秦州	qin zhou 
乐东黎族自治县	le dong li zu zi zhi xian 
口粮	kou liang 
创意设计	chuang yi she ji 
合宪性	he xian xing 
马关县	ma guan xian 
云州	yun zhou 
天柱县	tian zhu xian 
总干事	zong gan shi 
湖里区	hu li qu 
黄家	huang jia 
按劳分配	an lao fen pei 
库车	ku che 
淹没	yan mo 
项目经理	xiang mu jing li 
输变电	shu bian dian 
挂床	gua chuang 
对村	dui cun 
坡村	po cun 
砀山县	dang shan xian 
住房补贴	zhu fang bu tie 
榆中县	yu zhong xian 
代缴	dai jiao 
用具	yong ju 
建筑安装	jian zhu an zhuang 
不足以	bu zu yi 
棉纺	mian fang 
业务部	ye wu bu 
罐体	guan ti 
上一年	shang yi nian 
尾矿	wei kuang 
大米	da mi 
石油大学	shi you da xue 
有所为有所不为	you suo wei you suo bu wei 
消费行为	xiao fei xing wei 
重量	zhong liang 
劳有所得	lao you suo de 
风险意识	feng xian yi shi 
南芦	nan lu 
梨树县	li shu xian 
农业区划	nong ye qu hua 
就业局	jiu ye ju 
交付使用	jiao fu shi yong 
中华儿女	zhong hua er nv 
不清	bu qing 
微调	wei diao 
休牧	xiu mu 
风景名胜	feng jing ming sheng 
具体任务	ju ti ren wu 
零工	ling gong 
人以	ren yi 
检验局	jian yan ju 
香港地区	xiang gang di qu 
深入实际	shen ru shi ji 
试任	shi ren 
大亚湾核电站	da ya wan he dian zhan 
保质	bao zhi 
流程图	liu cheng tu 
一坊	yi fang 
革命化	ge ming hua 
应退	ying tui 
现阶段	xian jie duan 
能手	neng shou 
归位	gui wei 
极坏	ji huai 
河南蒙古族自治县	he nan meng gu zu zi zhi xian 
瘦身	shou shen 
辩解	bian jie 
首贷	shou dai 
运行部	yun xing bu 
缓收	huan shou 
安定区	an ding qu 
安吴	an wu 
终身教育	zhong shen jiao yu 
书写	shu xie 
达娃	da wa 
核技术	he ji shu 
网下	wang xia 
珠江流域	zhu jiang liu yu 
村党	cun dang 
水土	shui tu 
里程	li cheng 
预提	yu ti 
表经	biao jing 
门窗	men chuang 
控制技术	kong zhi ji shu 
师对	shi dui 
液化	ye hua 
进厂	jin chang 
山阳县	shan yang xian 
准营	zhun ying 
缓建	huan jian 
维生物	wei sheng wu 
信仰者	xin yang zhe 
所用	suo yong 
以罚	yi fa 
麦麦	mai mai 
驻军	zhu jun 
名镇	ming zhen 
产科	chan ke 
深圳机场	shen zhen ji chang 
潭门	tan men 
积极向上	ji ji xiang shang 
电力系统	dian li xi tong 
茅山	mao shan 
专属	zhuan shu 
经济秩序	jing ji zhi xu 
蓝田县	lan tian xian 
升至	sheng zhi 
修配	xiu pei 
千乡	qian xiang 
大有作为	da you zuo wei 
不求人	bu qiu ren 
水上运动	shui shang yun dong 
临高县	lin gao xian 
万名	wan ming 
予以安排	yu yi an pai 
网式	wang shi 
雄鹰	xiong ying 
数控机床	shu kong ji chuang 
玉泉区	yu quan qu 
黄冈	huang gang 
大科	da ke 
执教	zhi jiao 
都兰县	dou lan xian 
门诊患者	men zhen huan zhe 
更强	geng qiang 
压法	ya fa 
以量	yi liang 
海内外	hai nei wai 
衢州	qu zhou 
石门镇	shi men zhen 
阳朔县	yang shuo xian 
仪陇县	yi long xian 
特战	te zhan 
一大批	yi da pi 
二台	er tai 
著作	zhu zuo 
改善生活	gai shan sheng huo 
乙酸	yi suan 
开药	kai yao 
个人消费	ge ren xiao fei 
小分队	xiao fen dui 
杭锦旗	hang jin qi 
蓄积	xu ji 
思茅市	si mao shi 
古蓬	gu peng 
中国移动通信集团公司	zhong guo yi dong tong xin ji tuan gong si 
进社区	jin she qu 
积石山保安族东乡族撒拉族自治县	ji shi shan bao an zu dong xiang zu sa la zu zi zhi xian 
沟渠	gou qu 
依其	yi qi 
休后	xiu hou 
盛乐	sheng le 
官员	guan yuan 
实况	shi kuang 
大小	da xiao 
沙盒	sha he 
万安县	wan an xian 
永平县	yong ping xian 
名师	ming shi 
网络服务	wang luo fu wu 
蓬溪县	peng xi xian 
滑雪	hua xue 
科学依据	ke xue yi ju 
禅城区	chan cheng qu 
敦化市	dun hua shi 
代表处	dai biao chu 
芦蒲	lu pu 
运检室	yun jian shi 
盘亏	pan kui 
在家	zai jia 
历史使命	li shi shi ming 
热线服务	re xian fu wu 
审图	shen tu 
牛街	niu jie 
初测	chu ce 
塔尔	ta er 
铜梁	tong liang 
防务	fang wu 
车辆段	che liang duan 
佛祖	fo zu 
武装警察	wu zhuang jing cha 
巴嘎	ba ga 
走势	zou shi 
结合点	jie he dian 
泰国	tai guo 
下一阶段	xia yi jie duan 
广州白云国际机场	guang zhou bai yun guo ji ji chang 
管处	guan chu 
专利权人	zhuan li quan ren 
玻璃门	bo li men 
凤阳县	feng yang xian 
新闻局	xin wen ju 
老龄化	lao ling hua 
个人所得	ge ren suo de 
图谱	tu pu 
按股	an gu 
车货	che huo 
因材	yin cai 
噶尔县	ga er xian 
三板	san ban 
白石	bai shi 
前未	qian wei 
德阳	de yang 
舞台艺术	wu tai yi shu 
直面	zhi mian 
单采	dan cai 
新罗区	xin luo qu 
杂费	za fei 
靖宇	jing yu 
网络体系	wang luo ti xi 
路由	lu you 
航材	hang cai 
家县	jia xian 
国务院新闻办公室	guo wu yuan xin wen ban gong shi 
有门	you men 
科学安排	ke xue an pai 
百老汇	bai lao hui 
改水	gai shui 
降水	jiang shui 
耗水	hao shui 
交通费	jiao tong fei 
不繁	bu fan 
自愿性	zi yuan xing 
保底	bao di 
虚构	xu gou 
宝鸡	bao ji 
民意调查	min yi diao cha 
滨江街	bin jiang jie 
测绘局	ce hui ju 
票价	piao jia 
哄抬	hong tai 
人物	ren wu 
华池县	hua chi xian 
鄂政文	e zheng wen 
澄城县	cheng cheng xian 
金牛区	jin niu qu 
瓜园	gua yuan 
国务院参事	guo wu yuan can shi 
示范县	shi fan xian 
大幅度降低	da fu du jiang di 
桐柏县	tong bai xian 
阜南县	fu nan xian 
漂流	piao liu 
不涉	bu she 
病因	bing yin 
南木	nan mu 
称重	cheng zhong 
量值	liang zhi 
专升本	zhuan sheng ben 
专业村	zhuan ye cun 
克尔	ke er 
王同	wang tong 
财务报表	cai wu bao biao 
芙蓉	fu rong 
仁济	ren ji 
遗留	yi liu 
批准书	pi zhun shu 
商业区	shang ye qu 
抢通	qiang tong 
金融信息	jin rong xin xi 
莱芜	lai wu 
地为	di wei 
昆山市	kun shan shi 
被诉	bei su 
小汽车	xiao qi che 
兴和县	xing he xian 
职称改革	zhi cheng gai ge 
赢得	ying de 
副司长	fu si zhang 
离岛	li dao 
杨家	yang jia 
五指山	wu zhi shan 
综保区	zong bao qu 
由存	you cun 
编列	bian lie 
吐鲁番市	tu lu fan shi 
避孕	bi yun 
国际金融	guo ji jin rong 
有能	you neng 
颍州区	ying zhou qu 
还有	hai you 
产废	chan fei 
应建	ying jian 
委派代表	wei pai dai biao 
股原	gu yuan 
古蔺县	gu lin xian 
王舍村	wang she cun 
后劲	hou jin 
外贸部	wai mao bu 
呼号	hu hao 
探测系统	tan ce xi tong 
滞纳金	zhi na jin 
停征	ting zheng 
入园	ru yuan 
快乐	kuai le 
人民解放军	ren min jie fang jun 
地矿局	di kuang ju 
百万	bai wan 
监测点	jian ce dian 
戒惧	jie ju 
断贷	duan dai 
各层次	ge ceng ci 
约法三章	yue fa san zhang 
共促	gong cu 
处理厂	chu li chang 
天蓝	tian lan 
完工	wan gong 
人民保险	ren min bao xian 
威县	wei xian 
大清河	da qing he 
一日	yi ri 
杂志	za zhi 
彝良	yi liang 
明田	ming tian 
南航	nan hang 
晋江	jin jiang 
算力	suan li 
高速率	gao su lv 
武夷山市	wu yi shan shi 
兰溪市	lan xi shi 
礼尚往来	li shang wang lai 
携号	xie hao 
复员	fu yuan 
娄底市	lou di shi 
标的	biao di 
沙田	sha tian 
铜业	tong ye 
国家计划生育委员会	guo jia ji hua sheng yu wei yuan hui 
定州市	ding zhou shi 
分仓	fen cang 
前人	qian ren 
灭菌	mie jun 
血液制品	xue ye zhi pin 
处理程序	chu li cheng xu 
高昂	gao ang 
现货	xian huo 
阳关	yang guan 
交易方式	jiao yi fang shi 
芷江侗族自治县	zhi jiang dong zu zi zhi xian 
皖南	wan nan 
飞灰	fei hui 
湖镇	hu zhen 
商户	shang hu 
下功夫	xia gong fu 
考用	kao yong 
四二	si er 
睢宁县	sui ning xian 
压紧	ya jin 
一司	yi si 
巴燕	ba yan 
色情	se qing 
空气污染	kong qi wu ran 
重任	zhong ren 
朝觐	chao jin 
气化	qi hua 
储气库	chu qi ku 
起到	qi dao 
数字签名	shu zi qian ming 
镇东	zhen dong 
地球	di qiu 
情趣	qing qu 
三重	san chong 
涉费	she fei 
化纤	hua xian 
陪护	pei hu 
发工资	fa gong zi 
未批	wei pi 
泥石流	ni shi liu 
跑动	pao dong 
额济纳	e ji na 
首钢	shou gang 
集疏港	ji shu gang 
翟青	di qing 
巩义市	gong yi shi 
广陵区	guang ling qu 
廖家桥	liao jia qiao 
抱团	bao tuan 
动手	dong shou 
检务	jian wu 
缺点	que dian 
名酒	ming jiu 
增幅	zeng fu 
设市	she shi 
武昌	wu chang 
交互性	jiao hu xing 
合同法	he tong fa 
长青	chang qing 
事关重大	shi guan zhong da 
宜宾	yi bin 
感党	gan dang 
领导集体	ling dao ji ti 
东丰县	dong feng xian 
中旅	zhong lv 
建党	jian dang 
礼仪	li yi 
峰值	feng zhi 
打下	da xia 
最小	zui xiao 
未用	wei yong 
能源技术	neng yuan ji shu 
镇高	zhen gao 
门源回族自治县	men yuan hui zu zi zhi xian 
沙洋县	sha yang xian 
乐安县	le an xian 
安全卫生	an quan wei sheng 
面向基层	mian xiang ji ceng 
阿坝县	a ba xian 
体育明星	ti yu ming xing 
递增	di zeng 
至省	zhi sheng 
驾驶证	jia shi zheng 
华容县	hua rong xian 
旺苍县	wang cang xian 
预订	yu ding 
辩论	bian lun 
沙坝	sha ba 
传染源	chuan ran yuan 
薯类	shu lei 
曾益	ceng yi 
网络游戏	wang luo you xi 
物质奖励	wu zhi jiang li 
由市	you shi 
多种经营	duo zhong jing ying 
题词	ti ci 
灭鼠	mie shu 
客观情况	ke guan qing kuang 
民政工作	min zheng gong zuo 
入出境	ru chu jing 
前进方向	qian jin fang xiang 
战略眼光	zhan lve yan guang 
高级技师	gao ji ji shi 
鞍钢	an gang 
医共体	yi gong ti 
批号	pi hao 
亟待	ji dai 
大中专	da zhong zhuan 
犯罪预防	fan zui yu fang 
夫子庙	fu zi miao 
拉力赛	la li sai 
偏关县	pian guan xian 
锐意	rui yi 
长寿	chang shou 
卫星通信	wei xing tong xin 
甸子	dian zi 
划界	hua jie 
万秀区	wan xiu qu 
休宁县	xiu ning xian 
全部内容	quan bu nei rong 
楷模	kai mo 
津南区	jin nan qu 
区别情况	qu bie qing kuang 
本科毕业	ben ke bi ye 
整编	zheng bian 
临界	lin jie 
绥江县	sui jiang xian 
习水县	xi shui xian 
松辽	song liao 
西北工业大学	xi bei gong ye da xue 
责任险	ze ren xian 
沈丘县	shen qiu xian 
结党营私	jie dang ying si 
扁平化	bian ping hua 
非法出版	fei fa chu ban 
一块	yi kuai 
授课	shou ke 
黄浦区	huang pu qu 
为限	wei xian 
运输网络	yun shu wang luo 
舰船	jian chuan 
车道	che dao 
贵州省黔南布依族苗族自治州	gui zhou sheng qian nan bu yi zu miao zu zi zhi zhou 
诚信为本	cheng xin wei ben 
第六十二	di liu shi er 
列车长	lie che zhang 
金三角	jin san jiao 
博白县	bo bai xian 
为保	wei bao 
民安	min an 
平凉市	ping liang shi 
淳化县	chun hua xian 
厂家	chang jia 
铁矿石	tie kuang shi 
小岗村	xiao gang cun 
洼地	wa di 
育才	yu cai 
三市	san shi 
永和	yong he 
敬畏	jing wei 
个人档案	ge ren dang an 
达日县	da ri xian 
模具	mu ju 
千年	qian nian 
平顶山	ping ding shan 
建镇	jian zhen 
家系	jia xi 
德治国	de zhi guo 
牟新生	mou xin sheng 
仅限	jin xian 
系主任	xi zhu ren 
白河县	bai he xian 
简洁	jian jie 
坝乡	ba xiang 
完好	wan hao 
沧源佤族自治县	cang yuan wa zu zi zhi xian 
房县	fang xian 
燕山	yan shan 
木质	mu zhi 
锦州	jin zhou 
联检	lian jian 
产品税	chan pin shui 
学习型	xue xi xing 
通信产业	tong xin chan ye 
紧迫感	jin po gan 
镇赉县	zhen lai xian 
第六十一条	di liu shi yi tiao 
大山	da shan 
廉洁奉公	lian jie feng gong 
兴安	xing an 
抗结核	kang jie he 
交代问题	jiao dai wen ti 
台盟中央	tai meng zhong yang 
药械	yao xie 
天主教	tian zhu jiao 
沙坪坝区	sha ping ba qu 
比较完善	bi jiao wan shan 
楠木	nan mu 
未办理	wei ban li 
支小再	zhi xiao zai 
环境危害	huan jing wei hai 
状况良好	zhuang kuang liang hao 
土默特左旗	tu mo te zuo qi 
韶关	shao guan 
四川长虹	si chuan chang hong 
可降解	ke jiang jie 
十四条	shi si tiao 
故意犯罪	gu yi fan zui 
泗水县	si shui xian 
参赛	can sai 
超预算	chao yu suan 
过早	guo zao 
乌兰县	wu lan xian 
订购	ding gou 
转让技术	zhuan rang ji shu 
机电部	ji dian bu 
双园	shuang yuan 
麻江县	ma jiang xian 
医政司	yi zheng si 
勇攀高峰	yong pan gao feng 
执政为民	zhi zheng wei min 
宝安区	bao an qu 
鉴定结论	jian ding jie lun 
东中部	dong zhong bu 
购物	gou wu 
多维	duo wei 
首要分子	shou yao fen zi 
条块结合	tiao kuai jie he 
信托投资	xin tuo tou zi 
清水县	qing shui xian 
组合拳	zu he quan 
敲诈勒索	qiao zha le suo 
重罚	zhong fa 
提效	ti xiao 
客服	ke fu 
二路	er lu 
钦州港	qin zhou gang 
店乡	dian xiang 
塘头	tang tou 
投资性	tou zi xing 
加盟	jia meng 
房中	fang zhong 
支部书记	zhi bu shu ji 
江州	jiang zhou 
双师型	shuang shi xing 
东南大学	dong nan da xue 
深地	shen di 
重新组建	chong xin zu jian 
收入者	shou ru zhe 
锦屏县	jin ping xian 
并用	bing yong 
编录	bian lu 
中央文献	zhong yang wen xian 
生命力	sheng ming li 
担责	dan ze 
掺假	can jia 
成本核算	cheng ben he suan 
守好	shou hao 
太谷	tai gu 
市场营销	shi chang ying xiao 
集会	ji hui 
成人	cheng ren 
三种	san zhong 
主旋律	zhu xuan lv 
代表人	dai biao ren 
论资排辈	lun zi pai bei 
学部	xue bu 
远大	yuan da 
五档	wu dang 
顾虑	gu lv 
开远市	kai yuan shi 
六大	liu da 
清障	qing zhang 
自查自纠	zi cha zi jiu 
新品	xin pin 
畸轻畸重	ji qing ji zhong 
轻症	qing zheng 
待命	dai ming 
窃取	qie qu 
海南藏族自治州	hai nan zang zu zi zhi zhou 
次仁	ci ren 
买方	mai fang 
组群	zu qun 
治疗率	zhi liao lv 
统一经营	tong yi jing ying 
国产化	guo chan hua 
课程体系	ke cheng ti xi 
兴起	xing qi 
服务费	fu wu fei 
大体	da ti 
广昆	guang kun 
下访	xia fang 
系统管理	xi tong guan li 
银行行长	yin xing xing zhang 
危房	wei fang 
天池	tian chi 
镇马	zhen ma 
编辑出版	bian ji chu ban 
毛道	mao dao 
问候	wen hou 
质量技术监督局	zhi liang ji shu jian du ju 
深耕	shen geng 
卫生事业	wei sheng shi ye 
神池县	shen chi xian 
国际争端	guo ji zheng duan 
民主作风	min zhu zuo feng 
纷争	fen zheng 
沙洲	sha zhou 
黑岗	hei gang 
必由之路	bi you zhi lu 
邓州市	deng zhou shi 
信赖	xin lai 
硅谷	gui gu 
商业广告	shang ye guang gao 
喜德	xi de 
管委	guan wei 
夏邑县	xia yi xian 
处理不当	chu li bu dang 
开路先锋	kai lu xian feng 
邛崃	qiong lai 
老龄委	lao ling wei 
由县	you xian 
度及	du ji 
健美	jian mei 
盐路	yan lu 
难以解决	nan yi jie jue 
传味	chuan wei 
建章立制	jian zhang li zhi 
石头	shi tou 
内互认	nei hu ren 
鳌峰	ao feng 
选矿	xuan kuang 
彝良县	yi liang xian 
商厦	shang sha 
天朗气清	tian lang qi qing 
高低	gao di 
接听	jie ting 
消费类	xiao fei lei 
紧急事件	jin ji shi jian 
托普	tuo pu 
搞平衡	gao ping heng 
性别歧视	xing bie qi shi 
淤泥	yu ni 
松桃	song tao 
宾亨镇	bin heng zhen 
初步成效	chu bu cheng xiao 
陈双村	chen shuang cun 
入心	ru xin 
韶山	shao shan 
子午	zi wu 
教发	jiao fa 
赛克	sai ke 
巴彦塔拉	ba yan ta la 
达产	da chan 
输油管道	shu you guan dao 
苏宿	su su 
仙山	xian shan 
张鲁黔	zhang lu qian 
滴滴	di di 
鲁克乡	lu ke xiang 
同台	tong tai 
隆村	long cun 
邱小平	qiu xiao ping 
首负	shou fu 
汽车出口	qi che chu kou 
衡山县	heng shan xian 
无籍	wu ji 
包斯日	bao si ri 
休闲类	xiu xian lei 
金店	jin dian 
无纺布	wu fang bu 
涉侨	she qiao 
申安村	shen an cun 
华虹	hua hong 
现城村	xian cheng cun 
好帮手	hao bang shou 
联谊赛	lian yi sai 
久拖不办	jiu tuo bu ban 
曲靖	qu jing 
杜占元	du zhan yuan 
滤嘴	lv zui 
最多报	zui duo bao 
敌我矛盾	di wo mao dun 
乡松	xiang song 
红渡	hong du 
世界各地	shi jie ge di 
官区	guan qu 
尾矿库	wei kuang ku 
骨骼	gu ge 
朱亭	zhu ting 
昆都仑区	kun dou lun qu 
控制系统	kong zhi xi tong 
经常化	jing chang hua 
八秀村	ba xiu cun 
纯度	chun du 
人资	ren zi 
北环街	bei huan jie 
用尽	yong jin 
生境	sheng jing 
横溪	heng xi 
黄庄	huang zhuang 
古丈县	gu zhang xian 
出口处	chu kou chu 
国旗法	guo qi fa 
相城区	xiang cheng qu 
雷波县	lei bo xian 
参加考试	can jia kao shi 
轻轨	qing gui 
单纯	dan chun 
三灶	san zao 
两证	liang zheng 
楠村	nan cun 
报假情	bao jia qing 
